"","word","stemmed","n"
"5103","sankofa","sankofa",1
"5104","sanshou","sanshou",1
"5105","sansom","sansom",1
"5106","santé","santé",1
"5107","saracens","saracen",1
"5108","sarah","sarah",1
"5109","sarang","sarang",2
"5110","sarb","sarb",2
"5111","sarcee","sarce",2
"5112","saskatchewan","saskatchewan",1
"5113","sasse","sass",1
"5114","satellite","satellit",1
"5115","sathya","sathya",2
"5116","sauce","sauc",1
"5117","sava","sava",1
"5118","savana","savana",1
"5119","save","save",3
"5120","saves","save",1
"5121","savior","savior",1
"5122","saviour","saviour",4
"5123","savridi","savridi",2
"5124","sawyer","sawyer",2
"5125","sayyida","sayyida",1
"5126","sayyidah","sayyidah",1
"5127","scaf","scaf",1
"5128","scale","scale",1
"5129","scandinavian","scandinavian",1
"5130","scarboro","scarboro",2
"5131","scarlett","scarlett",4
"5132","sccyber","sccyber",3
"5133","scenic","scenic",2
"5134","scent","scent",1
"5135","schaap","schaap",2
"5136","schainholz","schainholz",2
"5137","schlaraffia","schlaraffia",1
"5138","scholarly","scholar",1
"5139","scholars","scholar",3
"5140","scholarship","scholarship",29
"5141","scholarships","scholarship",1
"5142","school","school",309
"5143","schooling","school",2
"5144","schools","school",4
"5145","schoolyard","schoolyard",1
"5146","schubert","schubert",2
"5147","schuckfest","schuckfest",1
"5148","schuett","schuett",1
"5149","schutzhund","schutzhund",1
"5150","science","scienc",18
"5151","sciences","scienc",2
"5152","scientific","scientif",1
"5153","scientist","scientist",3
"5154","scientists","scientist",1
"5155","sclerosis","sclerosi",1
"5156","scolaire","scolair",2
"5157","scooter","scooter",1
"5158","scope","scope",2
"5159","scotlyn","scotlyn",1
"5160","scott","scott",2
"5161","scottish","scottish",6
"5162","scout","scout",3
"5163","scouts","scout",2
"5164","screaming","scream",1
"5165","seals","seal",3
"5166","seaman","seaman",3
"5167","seao","seao",1
"5168","search","search",3
"5169","seas","sea",1
"5170","seasons","season",2
"5171","seastrom","seastrom",1
"5172","seawolves","seawolv",1
"5173","sebastian","sebastian",1
"5174","secondary","secondari",2
"5175","secret","secret",2
"5176","section","section",3
"5177","secular","secular",3
"5178","secure","secur",1
"5179","security","secur",1
"5180","seed","seed",8
"5181","seeds","seed",6
"5182","seekers","seeker",1
"5183","seglar","seglar",1
"5184","sehatcare","sehatcar",1
"5185","seib","seib",1
"5186","seities","seiti",1
"5187","seiwa","seiwa",1
"5188","sekapa's","sekapa",1
"5189","selam","selam",2
"5190","selassie","selassi",1
"5191","selects","select",1
"5192","selihom","selihom",2
"5193","sema","sema",1
"5194","seminar","seminar",1
"5195","senator","senat",1
"5196","senatorial","senatori",1
"5197","sendero","sendero",1
"5198","senegalese","senegales",1
"5199","senior","senior",27
"5200","seniors","senior",68
"5201","seoraesa","seoraesa",2
"5202","separate","separ",2
"5203","seraphim","seraphim",1
"5204","serbian","serbian",3
"5205","serenity","seren",1
"5206","serg","serg",1
"5207","servants","servant",1
"5208","serve","serv",2
"5209","service","servic",22
"5210","servicemen","servicemen",1
"5211","services","servic",80
"5212","serving","serv",2
"5213","set","set",1
"5214","seto's","seto",1
"5215","seton","seton",1
"5216","seurakunta","seurakunta",1
"5217","seva","seva",1
"5218","seventh","seventh",8
"5219","severe","sever",1
"5220","severius","severius",1
"5221","sewing","sew",1
"5222","sexual","sexual",9
"5223","sexuality","sexual",2
"5224","sfantul","sfantul",2
"5225","sha","sha",1
"5226","shaarei","shaarei",1
"5227","shabad","shabad",1
"5228","shaddai","shaddai",1
"5229","shaganappi","shaganappi",3
"5230","shaheen","shaheen",1
"5231","shakespeare","shakespear",2
"5232","shalem","shalem",2
"5233","shalom","shalom",4
"5234","shamanic","shaman",1
"5235","shamrock","shamrock",2
"5236","shan","shan",1
"5237","shandong","shandong",1
"5238","shanghai","shanghai",3
"5239","shangrila","shangrila",1
"5240","shannons","shannon",1
"5241","shanti","shanti",1
"5242","shaolin","shaolin",1
"5243","shaping","shape",1
"5244","sharing","share",1
"5245","sharp","sharp",2
"5246","shastri","shastri",1
"5247","shathulia","shathulia",1
"5248","shaw","shaw",6
"5249","shawana","shawana",2
"5250","shawnee","shawne",2
"5251","shawnessy","shawnessi",2
"5252","shechinah","shechinah",2
"5253","shedrup","shedrup",1
"5254","sheet","sheet",1
"5255","shekinah","shekinah",1
"5256","sheldon","sheldon",4
"5257","shell","shell",2
"5258","shelter","shelter",8
"5259","shepard","shepard",2
"5260","shepherd","shepherd",9
"5261","sherwood","sherwood",4
"5262","shia","shia",1
"5263","shieh","shieh",1
"5264","shiloh","shiloh",3
"5265","shilon","shilon",1
"5266","shin","shin",2
"5267","shinto","shinto",1
"5268","shiv","shiv",2
"5269","shock","shock",4
"5270","shoemaker","shoemak",1
"5271","shon","shon",1
"5272","shooters","shooter",2
"5273","shooting","shoot",3
"5274","shopping","shop",1
"5275","shoreline","shorelin",1
"5276","shores","shore",1
"5277","short","short",4
"5278","shotokan","shotokan",3
"5279","showers","shower",2
"5280","shree","shree",1
"5281","shrine","shrine",4
"5282","shriners","shriner",13
"5283","shunde","shund",2
"5284","sibambene","sibamben",1
"5285","sibbald","sibbald",1
"5286","sibylla","sibylla",1
"5287","sidiiq","sidiiq",1
"5288","sids","sid",2
"5289","siebens","sieben",2
"5290","sien","sien",1
"5291","sierra","sierra",1
"5292","sight","sight",2
"5293","sigma","sigma",2
"5294","sign","sign",2
"5295","signal","signal",3
"5296","signals","signal",1
"5297","sikh","sikh",11
"5298","sikhs","sikh",1
"5299","siksika","siksika",6
"5300","silhouette","silhouett",1
"5301","silver","silver",17
"5302","silvera","silvera",1
"5303","silverado","silverado",2
"5304","silverhorn","silverhorn",1
"5305","silvertips","silvertip",1
"5306","simeon","simeon",2
"5307","simmental","simment",1
"5308","simmons","simmon",1
"5309","simon","simon",4
"5310","simons","simon",1
"5311","simulation","simul",1
"5312","sinai","sinai",1
"5313","sinawik","sinawik",2
"5314","sinfonia","sinfonia",3
"5315","singaporean","singaporean",1
"5316","singers","singer",8
"5317","singgemeinschaft","singgemeinschaft",1
"5318","singing","sing",3
"5319","single","singl",2
"5320","singles","singl",1
"5321","sinneave","sinneav",2
"5322","sino","sino",3
"5323","sinocan","sinocan",1
"5324","sir","sir",5
"5325","sistema","sistema",2
"5326","sisters","sister",17
"5327","sistership","sistership",2
"5328","site","site",1
"5329","situ","situ",1
"5330","siu","siu",1
"5331","sixth","sixth",1
"5332","sixties","sixti",1
"5333","sj","sj",2
"5334","skandinavian","skandinavian",1
"5335","skate","skate",1
"5336","skateboard","skateboard",2
"5337","skateboarding","skateboard",1
"5338","skaters","skater",1
"5339","skating","skate",13
"5340","skeet","skeet",1
"5341","skeleton","skeleton",1
"5342","sketch","sketch",1
"5343","ski","ski",34
"5344","skiing","ski",3
"5345","skills","skill",5
"5346","skimeisters","skimeist",1
"5347","skip","skip",1
"5348","skipping","skip",2
"5349","skrastins","skrastin",1
"5350","sky","sky",10
"5351","skyview","skyview",4
"5352","slavic","slavic",1
"5353","sled","sled",2
"5354","sledge","sledg",2
"5355","slingshots","slingshot",2
"5356","slo","slo",1
"5357","slopes","slope",2
"5358","slovak","slovak",1
"5359","slovenian","slovenian",1
"5360","slovensko","slovensko",1
"5361","slow","slow",1
"5362","smart","smart",5
"5363","smartcanada","smartcanada",1
"5364","smhc","smhc",1
"5365","smile","smile",2
"5366","smith","smith",1
"5367","sniff","sniff",1
"5368","snipsisters","snipsist",1
"5369","sno","sno",1
"5370","snoflyers","snoflyer",1
"5371","snowboard","snowboard",1
"5372","snowboarding","snowboard",2
"5373","snowdon","snowdon",1
"5374","snowmobile","snowmobil",1
"5375","soba","soba",1
"5376","soc","soc",1
"5377","soccer","soccer",35
"5378","soccerites","soccerit",1
"5379","soccertech","soccertech",1
"5380","social","social",35
"5381","sociedad","sociedad",1
"5382","societe","societ",21
"5383","société","société",24
"5384","society","societi",1969
"5385","softball","softbal",6
"5386","softtisse","softtiss",1
"5387","sojourners","sojourn",2
"5388","sojust","sojust",1
"5389","soldier","soldier",1
"5390","soldiers","soldier",1
"5391","solid","solid",2
"5392","solidarity","solidar",2
"5393","solon","solon",2
"5394","solosport","solosport",1
"5395","solution","solut",1
"5396","solutions","solut",3
"5397","somali","somali",3
"5398","somar","somar",2
"5399","somerset","somerset",3
"5400","sonabelles","sonabell",1
"5401","song","song",7
"5402","songtsen","songtsen",1
"5403","sonrise","sonris",2
"5404","sons","son",1
"5405","sonshine","sonshin",2
"5406","soroptimist","soroptimist",1
"5407","sorority","soror",1
"5408","soteria","soteria",1
"5409","soto","soto",1
"5410","sought","sought",1
"5411","soul","soul",3
"5412","soulocentric","soulocentr",2
"5413","sound","sound",1
"5414","soup","soup",2
"5415","source","sourc",1
"5416","south","south",44
"5417","southeast","southeast",3
"5418","southern","southern",61
"5419","southfour","southfour",1
"5420","southside","southsid",3
"5421","southview","southview",3
"5422","southwest","southwest",7
"5423","southwinds","southwind",2
"5424","southwood","southwood",3
"5425","sovereign","sovereign",1
"5426","spa","spa",1
"5427","space","space",5
"5428","spanicarts","spanicart",1
"5429","spanish","spanish",11
"5430","sparrow","sparrow",1
"5431","spartans","spartan",2
"5432","spay","spay",2
"5433","spe","spe",3
"5434","speakers","speaker",1
"5435","speaking","speak",1
"5436","special","special",5
"5437","specialized","special",1
"5438","species","speci",1
"5439","specs","spec",1
"5440","spectrum","spectrum",1
"5441","speech","speech",1
"5442","speed","speed",3
"5443","speedsters","speedster",1
"5444","speleological","speleolog",1
"5445","spike","spike",1
"5446","spin","spin",1
"5447","spina","spina",2
"5448","spinal","spinal",3
"5449","spine","spine",1
"5450","spinners","spinner",1
"5451","spira","spira",1
"5452","spirit","spirit",12
"5453","spiritist","spiritist",3
"5454","spirits","spirit",1
"5455","spiritual","spiritu",17
"5456","spiritualist","spiritualist",4
"5457","spiritus","spiritus",5
"5458","splash","splash",1
"5459","spoken","spoken",2
"5460","sponsorcan","sponsorcan",1
"5461","sponsoring","sponsor",9
"5462","sport","sport",14
"5463","sporting","sport",1
"5464","sports","sport",52
"5465","sportsmen","sportsmen",1
"5466","sportsplex","sportsplex",2
"5467","sportswomen's","sportswomen",1
"5468","spring","spring",3
"5469","springbank","springbank",26
"5470","springboard","springboard",4
"5471","springs","spring",23
"5472","springside","springsid",1
"5473","sprout","sprout",1
"5474","spruce","spruce",4
"5475","sps","sps",1
"5476","squad","squad",3
"5477","squadron","squadron",11
"5478","square","squar",7
"5479","squared","squar",2
"5480","squash","squash",3
"5481","sri","sri",4
"5482","srilankan","srilankan",2
"5483","srithevi","srithevi",2
"5484","ssubi","ssubi",2
"5485","st","st",129
"5486","st.thomas","st.thoma",2
"5487","stadium","stadium",2
"5488","staff","staff",4
"5489","stags","stag",2
"5490","stambene","stamben",1
"5491","stampede","stamped",14
"5492","stampeder","stamped",1
"5493","stampeders","stamped",1
"5494","standard","standard",4
"5495","standardbreds","standardbr",1
"5496","stanislaw","stanislaw",2
"5497","stanley","stanley",5
"5498","star","star",2
"5499","stardale","stardal",2
"5500","stardust","stardust",1
"5501","starlings","starl",1
"5502","starratt","starratt",1
"5503","stars","star",3
"5504","start","start",6
"5505","startupcourt","startupcourt",1
"5506","startups","startup",1
"5507","statesmen","statesmen",1
"5508","station","station",2
"5509","statue","statu",1
"5510","steam","steam",1
"5511","steelband","steelband",1
"5512","stella","stella",1
"5513","stem","stem",2
"5514","step","step",11
"5515","stepfamily","stepfamili",1
"5516","stephen's","stephen",1
"5517","stephen","stephen",3
"5518","steps","step",1
"5519","sterile","steril",1
"5520","sterling","sterl",1
"5521","stetson","stetson",2
"5522","stettler","stettler",1
"5523","stewardship","stewardship",1
"5524","stone","stone",10
"5525","stoney","stoney",3
"5526","stop","stop",2
"5527","stoppers","stopper",2
"5528","storehouse","storehous",2
"5529","storehouses","storehous",1
"5530","stories","stori",4
"5531","storm","storm",2
"5532","story","stori",2
"5533","storybook","storybook",2
"5534","storytelling","storytel",2
"5535","straathof","straathof",1
"5536","strafford","strafford",3
"5537","straight","straight",2
"5538","strategic","strateg",1
"5539","strathcona's","strathcona",1
"5540","strathcona","strathcona",5
"5541","strathmore","strathmor",3
"5542","stream","stream",2
"5543","streams","stream",2
"5544","street","street",16
"5545","strength","strength",1
"5546","stride","stride",2
"5547","strides","stride",1
"5548","strikers","striker",1
"5549","string","string",3
"5550","strings","string",1
"5551","strive4","strive4",2
"5552","stroke","stroke",2
"5553","strokes","stroke",1
"5554","strong","strong",3
"5555","strongest","strongest",2
"5556","strongman","strongman",1
"5557","strongroom","strongroom",1
"5558","struggle","struggl",1
"5559","stuart","stuart",1
"5560","student","student",7
"5561","students","student",11
"5562","studies","studi",5
"5563","studio","studio",5
"5564","studios","studio",2
"5565","study","studi",3
"5566","stuff","stuff",1
"5567","stunt","stunt",1
"5568","subsidiary","subsidiari",1
"5569","success","success",3
"5570","sud","sud",2
"5571","sudanese","sudanes",12
"5572","sudden","sudden",2
"5573","sue","sue",1
"5574","sufi","sufi",1
"5575","sugarfoot","sugarfoot",1
"5576","suicide","suicid",4
"5577","suitcases","suitcas",1
"5578","suits","suit",1
"5579","sulong","sulong",1
"5580","sulphur","sulphur",1
"5581","summer","summer",6
"5582","summit","summit",9
"5583","sun","sun",3
"5584","sunalta","sunalta",3
"5585","suncor","suncor",2
"5586","sundance","sundanc",4
"5587","sunday","sunday",1
"5588","sundowners","sundown",1
"5589","sundre","sundr",1
"5590","sunflower","sunflow",1
"5591","sunflowers","sunflow",1
"5592","sunnychinooks","sunnychinook",1
"5593","sunnyside","sunnysid",5
"5594","sunridge","sunridg",2
"5595","sunrise","sunris",6
"5596","suns","sun",1
"5597","sunset","sunset",2
"5598","sunshade","sunshad",1
"5599","sunshine","sunshin",4
"5600","sunwest","sunwest",2
"5601","super","super",3
"5602","supernatural","supernatur",1
"5603","superrun","superrun",1
"5604","support","support",47
"5605","supported","support",2
"5606","supporters","support",5
"5607","supportive","support",1
"5608","supports","support",3
"5609","supreme","suprem",1
"5610","sur","sur",2
"5611","surgeons","surgeon",3
"5612","surgery","surgeri",1
"5613","surgical","surgic",1
"5614","survive","surviv",3
"5615","survivors","survivor",1
"5616","sustainability","sustain",4
"5617","sustainable","sustain",6
"5618","sustaining","sustain",1
"5619","suzirya","suzirya",2
"5620","suzuki","suzuki",4
"5621","swallow","swallow",2
"5622","swan","swan",1
"5623","swanson","swanson",1
"5624","swap","swap",1
"5625","swc","swc",1
"5626","swedenborgian","swedenborgian",2
"5627","swedish","swedish",2
"5628","sweet","sweet",3
"5629","swift","swift",2
"5630","swiftsure","swiftsur",1
"5631","swim","swim",19
"5632","swimming","swim",3
"5633","swing","swing",1
"5634","swingers","swinger",1
"5635","swis","swis",2
"5636","swiss","swiss",3
"5637","switch","switch",1
"5638","switzer","switzer",1
"5639","swordfish","swordfish",1
"5640","syl","syl",1
"5641","sylheti","sylheti",1
"5642","sylvan","sylvan",2
"5643","sylvester","sylvest",1
"5644","symons","symon",3
"5645","symphony","symphoni",2
"5646","symposium","symposium",2
"5647","syn.ap.tic","syn.ap.t",2
"5648","synchro","synchro",1
"5649","synchronized","synchron",1
"5650","syndrome","syndrom",7
"5651","synergy","synergi",2
"5652","synod","synod",1
"5653","syriac","syriac",4
"5654","syrian","syrian",3
"5655","systems","system",4
"5656","szabo","szabo",2
"5657","szeto's","szeto",1
"5658","t.b","t.b",1
"5659","t.s.c","t.s.c",1
"5660","taan","taan",2
"5661","tabernacle","tabernacl",14
"5662","table","tabl",3
"5663","tachikawa","tachikawa",1
"5664","tackle","tackl",1
"5665","tae","tae",2
"5666","taekwon","taekwon",3
"5667","tagalog","tagalog",5
"5668","tai","tai",2
"5669","taichi","taichi",2
"5670","taiko","taiko",1
"5671","tailwind","tailwind",1
"5672","taiwanese","taiwanes",1
"5673","taking","take",1
"5674","taklahaimanot","taklahaimanot",1
"5675","tale","tale",1
"5676","talent","talent",4
"5677","talented","talent",3
"5678","tales","tale",1
"5679","talk","talk",2
"5680","talks","talk",3
"5681","tamang","tamang",1
"5682","tamaraw","tamaraw",1
"5683","tamil","tamil",3
"5684","tammy","tammi",1
"5685","tanbridge","tanbridg",2
"5686","tank","tank",1
"5687","tanner","tanner",2
"5688","tanzanian","tanzanian",1
"5689","tao","tao",2
"5690","tape","tape",1
"5691","tapestry","tapestri",1
"5692","taradale","taradal",1
"5693","target","target",4
"5694","tarika","tarika",1
"5695","task","task",3
"5696","taste","tast",1
"5697","tatiana","tatiana",2
"5698","tau","tau",2
"5699","tax","tax",1
"5700","taxpayers","taxpay",1
"5701","tay","tay",1
"5702","taylor","taylor",3
"5703","tcd2","tcd2",1
"5704","tcv","tcv",1
"5705","teach","teach",2
"5706","teacher","teacher",2
"5707","teachers","teacher",7
"5708","teaching","teach",3
"5709","teal","teal",1
"5710","team","team",14
"5711","teamsters","teamster",1
"5712","teamwork","teamwork",1
"5713","tech","tech",4
"5714","techbridge","techbridg",1
"5715","technical","technic",4
"5716","technologies","technolog",4
"5717","technology","technolog",12
"5718","techscalers","techscal",1
"5719","techvivo","techvivo",1
"5720","tecterra","tecterra",1
"5721","tecumseh","tecumseh",1
"5722","ted","ted",1
"5723","teepee","teepe",1
"5724","teh","teh",1
"5725","telangana","telangana",1
"5726","telco","telco",1
"5727","television","televis",3
"5728","témoins","témoin",1
"5729","temple","templ",37
"5730","temples","templ",1
"5731","tennis","tenni",12
"5732","tent","tent",1
"5733","tep","tep",1
"5734","teresa","teresa",1
"5735","term","term",4
"5736","terminator","termin",1
"5737","terra","terra",4
"5738","terrace","terrac",1
"5739","terraces","terrac",1
"5740","terre","terr",2
"5741","territories","territori",3
"5742","terry","terri",2
"5743","tesla","tesla",1
"5744","testament","testament",1
"5745","testing","test",1
"5746","tetragammaton","tetragammaton",1
"5747","tetreault","tetreault",2
"5748","tewahdo","tewahdo",5
"5749","tewahedo","tewahedo",4
"5750","tewahido","tewahido",2
"5751","textile","textil",1
"5752","thai","thai",3
"5753","theater","theater",2
"5754","theatre","theatr",84
"5755","theatres","theatr",2
"5756","theatresports","theatresport",1
"5757","thecis","theci",1
"5758","theological","theolog",1
"5759","theology","theolog",2
"5760","theory","theori",1
"5761","thera","thera",1
"5762","therapeutic","therapeut",5
"5763","therapists","therapist",2
"5764","therapy","therapi",12
"5765","thermal","thermal",2
"5766","thien","thien",1
"5767","thimble","thimbl",1
"5768","thirsk","thirsk",1
"5769","thirteen","thirteen",1
"5770","thoma","thoma",2
"5771","thomas","thoma",10
"5772","thompson","thompson",3
"5773","thoracic","thorac",1
"5774","thorncliffe","thorncliff",3
"5775","thornhill","thornhil",5
"5776","thornview","thornview",1
"5777","thoroughbred","thoroughbr",2
"5778","threads","thread",1
"5779","thrill","thrill",1
"5780","thrive","thrive",5
"5781","throne","throne",2
"5782","throttle","throttl",1
"5783","throw","throw",1
"5784","thumb","thumb",1
"5785","thumbs","thumb",1
"5786","thunderbolts","thunderbolt",1
"5787","thuong","thuong",1
"5788","thupten","thupten",1
"5789","tibet","tibet",1
"5790","tibetan","tibetan",7
"5791","tick","tick",1
"5792","tidings","tide",1
"5793","tiempos","tiempo",1
"5794","ties","tie",2
"5795","tigers","tiger",1
"5796","tigray","tigray",1
"5797","tigrayan","tigrayan",1
"5798","tigrinya","tigrinya",1
"5799","tikvah","tikvah",2
"5800","timber","timber",3
"5801","timberkids","timberkid",1
"5802","time","time",7
"5803","timepoint","timepoint",1
"5804","tin","tin",2
"5805","tinh","tinh",2
"5806","tiny","tini",3
"5807","titans","titan",1
"5808","tl","tl",1
"5809","toast","toast",1
"5810","tobago","tobago",2
"5811","tobhair","tobhair",1
"5812","tock","tock",1
"5813","tol","tol",1
"5814","tom","tom",5
"5815","tomorrow","tomorrow",4
"5816","tone","tone",1
"5817","tong","tong",3
"5818","toni","toni",1
"5819","tooth","tooth",2
"5820","topp","topp",1
"5821","torpedoes","torpedo",1
"5822","torske","torsk",1
"5823","toss","toss",1
"5824","total","total",1
"5825","totalcardiology","totalcardiolog",1
"5826","tots","tot",1
"5827","totus","totus",2
"5828","touch","touch",4
"5829","touched","touch",1
"5830","tour","tour",2
"5831","tourette","tourett",1
"5832","tourism","tourism",1
"5833","tournament","tournament",3
"5834","tower","tower",2
"5835","towhid","towhid",2
"5836","town","town",3
"5837","towne","town",5
"5838","toy","toy",6
"5839","tracey","tracey",1
"5840","track","track",7
"5841","tract","tract",1
"5842","tracts","tract",1
"5843","trade","trade",3
"5844","trades","trade",1
"5845","trading","trade",1
"5846","traditional","tradit",8
"5847","traducteurs","traducteur",1
"5848","trafficking","traffick",1
"5849","trail","trail",8
"5850","trailer","trailer",1
"5851","trails","trail",5
"5852","training","train",16
"5853","trainmen's","trainmen",1
"5854","traksters","trakster",1
"5855","trampoline","trampolin",1
"5856","trang","trang",1
"5857","tranquil","tranquil",1
"5858","transalta","transalta",1
"5859","transcultural","transcultur",2
"5860","transformer","transform",1
"5861","transit","transit",1
"5862","transition","transit",3
"5863","transitions","transit",1
"5864","translators","translat",6
"5865","transmission","transmiss",1
"5866","transport","transport",1
"5867","transportation","transport",3
"5868","trapeze","trapez",1
"5869","trapshooting","trapshoot",1
"5870","trauma","trauma",5
"5871","travel","travel",1
"5872","travellers","travel",1
"5873","treasure","treasur",1
"5874","treating","treat",1
"5875","treatment","treatment",10
"5876","treaty","treati",4
"5877","trec","trec",1
"5878","tree","tree",10
"5879","trellis","trelli",3
"5880","trem","trem",2
"5881","trentini","trentini",1
"5882","tri","tri",2
"5883","triad","triad",1
"5884","trials","trial",2
"5885","triathlon","triathlon",1
"5886","tribe","tribe",3
"5887","trickster","trickster",2
"5888","trico","trico",2
"5889","trigger","trigger",1
"5890","trinidad","trinidad",2
"5891","trinity","triniti",15
"5892","triplets","triplet",1
"5893","triskelions","triskelion",1
"5894","tritons","triton",1
"5895","triumphant","triumphant",2
"5896","triune","triun",2
"5897","triwest","triwest",1
"5898","triwood","triwood",3
"5899","trojan","trojan",2
"5900","trojans","trojan",2
"5901","trollhaugen","trollhaugen",1
"5902","trophy","trophi",1
"5903","trottier","trottier",2
"5904","trout","trout",5
"5905","truck","truck",2
"5906","true","true",13
"5907","truite","truit",2
"5908","trumpet","trumpet",1
"5909","truong","truong",1
"5910","truss","truss",1
"5911","trust","trust",36
"5912","truth","truth",10
"5913","tryzub","tryzub",2
"5914","tse","tse",2
"5915","tsehay","tsehay",1
"5916","tshiamala's","tshiamala",1
"5917","tsin","tsin",1
"5918","tsinghua","tsinghua",1
"5919","tsung","tsung",1
"5920","tu","tu",1
"5921","tubing","tube",1
"5922","tudor","tudor",2
"5923","tumbleweed","tumblewe",1
"5924","tumbling","tumbl",1
"5925","tunisian","tunisian",1
"5926","turkish","turkish",3
"5927","turmoil","turmoil",2
"5928","tuscan","tuscan",1
"5929","tuscany","tuscani",7
"5930","tutoring","tutor",1
"5931","tuus","tuus",2
"5932","tuxedo","tuxedo",3
"5933","tv","tv",2
"5934","tweedsmuir","tweedsmuir",2
"5935","twelve","twelv",3
"5936","twi","twi",1
"5937","twin","twin",5
"5938","twins","twin",1
"5939","ty","ty",1
"5940","tzedec","tzedec",2
"5941","u.a.c","u.a.c",1
"5942","u.u.w.l.o","u.u.w.l.o",1
"5943","ucare","ucar",1
"5944","udps","udp",1
"5945","ueocc","ueocc",1
"5946","ufa","ufa",1
"5947","uganda","uganda",2
"5948","ugandan","ugandan",2
"5949","ujamaa","ujamaa",1
"5950","ukraine","ukrain",3
"5951","ukrainian","ukrainian",25
"5952","ukrainians","ukrainian",1
"5953","ul","ul",2
"5954","ulang","ulang",1
"5955","ultima","ultima",1
"5956","ultimate","ultim",3
"5957","ultralight","ultralight",1
"5958","umbrella","umbrella",2
"5959","umoja","umoja",1
"5960","umuada","umuada",1
"5961","una","una",2
"5962","uncle","uncl",1
"5963","uncles","uncl",2
"5964","unconventional","unconvent",1
"5965","underage","underag",1
"5966","underground","underground",1
"5967","underwater","underwat",1
"5968","undisputed","undisput",1
"5969","uni","uni",1
"5970","unida","unida",3
"5971","unify","unifi",1
"5972","union","union",10
"5973","unison","unison",1
"5974","unit","unit",2
"5975","unitarian","unitarian",5
"5976","unite","unit",1
"5977","united","unit",86
"5978","unity","uniti",13
"5979","universal","univers",10
"5980","universalist","universalist",1
"5981","university","univers",36
"5982","uniwater","uniwat",2
"5983","unix","unix",1
"5984","unlimited","unlimit",6
"5985","unlocking","unlock",2
"5986","unmasking","unmask",1
"5987","unreachable","unreach",1
"5988","unschooling","unschool",1
"5989","untapped","untap",1
"5990","untitled","untitl",2
"5991","upland","upland",2
"5992","uplands","upland",1
"5993","uplift","uplift",1
"5994","uplink","uplink",2
"5995","upper","upper",1
"5996","ups","up",2
"5997","upsilon","upsilon",1
"5998","ur","ur",1
"5999","urban","urban",10
"6000","urhobo","urhobo",1
"6001","uriel","uriel",2
"6002","uryadi's","uryadi",1
"6003","usa","usa",2
"6004","usability","usabl",1
"6005","usagi","usagi",1
"6006","users","user",2
"6007","usmania","usmania",1
"6008","ussccfica","ussccfica",1
"6009","uta","uta",1
"6010","utility","util",2
"6011","uttarakhand","uttarakhand",1
"6012","utu","utu",1
"6013","uturn","uturn",2
"6014","vacation","vacat",1
"6015","vadrozsa","vadrozsa",1
"6016","vajihi","vajihi",1
"6017","valhalla","valhalla",1
"6018","valkyries","valkyri",1
"6019","valley","valley",37
"6020","valleyview","valleyview",2
"6021","valour","valour",2
"6022","values","valu",2
"6023","vancouver","vancouv",1
"6024","vanier","vanier",2
"6025","vanstokkom","vanstokkom",1
"6026","vantage","vantag",1
"6027","varico","varico",1
"6028","variety","varieti",3
"6029","varsity","varsiti",9
"6030","varsityhills","varsityhil",2
"6031","vecova","vecova",2
"6032","vedanta","vedanta",2
"6033","vedic","vedic",2
"6034","vegfest","vegfest",1
"6035","vehicle","vehicl",2
"6036","venezuela","venezuela",1
"6037","venezuelan","venezuelan",1
"6038","venture","ventur",7
"6039","venturers","ventur",2
"6040","ventures","ventur",2
"6041","vera","vera",1
"6042","verb","verb",2
"6043","verdad","verdad",1
"6044","vermillion","vermillion",1
"6045","versatile","versatil",1
"6046","vertigo","vertigo",2
"6047","veterans","veteran",10
"6048","veterinary","veterinari",2
"6049","vibration","vibrat",1
"6050","vicariate","vicari",2
"6051","victoire","victoir",1
"6052","victorious","victori",1
"6053","victory","victori",36
"6054","vida","vida",8
"6055","vie","vie",2
"6056","viene","vien",2
"6057","vietnam","vietnam",3
"6058","vietnamese","vietnames",27
"6059","view","view",17
"6060","viewpoint","viewpoint",2
"6061","vihara","vihara",1
"6062","vijya","vijya",1
"6063","vikings","vike",1
"6064","villa","villa",2
"6065","villada","villada",1
"6066","village's","villag",2
"6067","village","villag",14
"6068","villages","villag",1
"6069","villas","villa",14
"6070","vinam","vinam",1
"6071","vincent","vincent",49
"6072","vincenzo","vincenzo",1
"6073","vine","vine",2
"6074","vineyard","vineyard",11
"6075","vino","vino",1
"6076","vintage","vintag",5
"6077","vintarinians","vintarinian",1
"6078","violence","violenc",8
"6079","vipassana","vipassana",1
"6080","virtual","virtual",1
"6081","virtues","virtu",1
"6082","vision","vision",5
"6083","visions","vision",1
"6084","visitors","visitor",1
"6085","visminsa","visminsa",1
"6086","vista","vista",3
"6087","visual","visual",6
"6088","visually","visual",1
"6089","vital","vital",1
"6090","vitality","vital",2
"6091","vitez","vitez",1
"6092","viva","viva",2
"6093","vivo","vivo",3
"6094","vladimir's","vladimir",3
"6095","vocal","vocal",2
"6096","vocational","vocat",1
"6097","voce","voce",2
"6098","voice","voic",4
"6099","voices","voic",7
"6100","voicescapes","voicescap",1
"6101","voix","voix",1
"6102","volleyball","volleybal",16
"6103","volly","volli",1
"6104","voluntary","voluntari",2
"6105","volunteer","volunt",4
"6106","volunteering","volunt",1
"6107","volunteers","volunt",2
